x,y,token
-16.779785,5.4844146,grenadier
-27.700884,-72.665794,anita
-66.89013,35.668972,key
53.21305,-52.26778,przestępczość
-20.453876,-57.27332,warmiński
-25.65763,-75.34689,danuta
67.783066,59.585217,przeciskać
-36.109238,8.362235,fa
-17.550526,-79.85735,sebastiana
66.37841,24.546171,komplikować
-7.267274,35.242466,zoologiczny
60.7253,-13.098647,niezręczny
-35.844273,6.9826236,ber
35.09265,-92.95043,252
-12.832079,64.47253,ornament
55.180428,-34.65079,męskość
37.78188,39.81154,grzmieć
-89.67263,-29.308731,rosić
2.4271767,56.257904,dołowić
76.58741,-2.713951,wymusić
59.80031,-40.21214,delikatność
90.37695,46.97167,odcięta
-12.713861,57.949356,piętrowy
61.473274,54.9598,przeplatać
-1.8665322,63.826664,strug
-57.219624,-20.439276,lar
27.828938,31.567818,nieład
46.287407,65.03284,rąbać
-10.053134,84.40365,kolczuga
61.231037,65.884315,zamachnąć
-20.603046,-58.561436,sieradzki
37.74691,-31.517506,kolonizacja
40.027542,30.142754,tańczący
85.58125,1.5196801,pobłogosławić
-93.31713,13.178269,orlando
39.644672,30.734043,śpiewający
-5.226088,76.42894,bukowy
-60.157677,-16.729298,lizzie
35.327225,-92.712006,246
44.156147,8.990951,sędziwy
59.843945,-0.14366192,niszczący
60.88206,-3.5332186,szatański
76.59884,21.078093,przeznaczać
-10.434446,-88.907166,maksymilian
69.37246,58.636486,wśliznąć
12.181412,42.26681,wydzielanie
45.043068,77.254814,przewiesić
68.27025,35.09696,zastraszyć
-12.562404,22.868143,zwierz
10.070279,-34.812138,harcerstwo
22.050453,51.91468,przytulny
57.705704,-4.746522,oszałamiający
18.138783,9.6789055,śród
-29.763538,49.04986,oberża
45.277943,-2.238611,ustawiczny
87.006004,41.911407,wstrzymały
8.377197,43.695942,białek
-19.906597,-7.6030345,filharmonia
3.3643627,-40.573376,burżuazja
-64.87024,-23.625399,christina
56.98933,38.479496,żerować
85.73654,46.013107,oswobodzić
-25.18927,-89.37129,louisa
3.0967565,62.138157,zad
-5.7476954,-71.632866,kryptonim
-15.43458,88.81508,piżama
27.565647,-35.075733,dziennikarski
14.094424,-3.4248307,toć
-19.827583,-86.65423,waltera
63.240158,44.613335,kombinować
52.05561,66.58352,uciskać
37.501854,-22.367697,dzielenie
-48.809776,-43.878593,iran
6.337819,15.221212,inżynieryjny
47.878555,-36.764526,priorytet
62.699097,18.648523,pokierować
-77.92567,5.9944553,field
-17.912104,7.5109863,zmechanizować
36.03203,72.58823,obłożyć
-1.0345323,78.306465,kasztan
23.650364,-35.590702,felieton
66.098045,11.302229,przeanalizować
33.873104,-92.73083,251
11.052533,13.538532,geologia
-17.60615,63.570827,sarkofag
-9.971522,77.85522,rewers
48.82116,50.98679,dzierżyć
24.93178,-6.856472,tymczasowo
-55.27935,35.119358,mini
27.23243,-36.84832,klasyk
-18.19638,57.352917,bazyliki
-86.409676,-15.798929,conrad
-13.397324,88.198425,surdut
-59.52465,25.267038,network
-24.922264,-39.002438,gliwice
26.115904,2.6665626,potocznie
2.2258074,28.76341,nago
-74.76125,-35.599323,pour
33.572704,-93.47616,253
-87.3904,33.668617,modern
16.62369,11.708433,wyszkolenie
-64.62715,-19.447466,megan
89.44914,22.446636,umawiać
-64.88701,43.83462,sound
-35.437233,58.939445,hamulec
61.297134,-34.479523,elegancja
-0.43584967,-33.17991,samorządowiec
41.91667,-3.1007721,skiej
-38.693718,-55.755325,słowenii
20.896353,56.861008,blondyn
8.140524,56.698105,penis
-21.449186,-27.347078,lektor
57.268204,-23.84698,zwiastun
-81.357285,-9.844131,percy
16.239302,68.03739,zabarwienie
-22.820986,-39.040047,sopot
33.809963,67.68442,usiać
51.175148,-51.451057,prowokacja
36.575478,-43.477886,mentalność
65.39954,6.6104655,zacytować
65.24264,-66.57351,piętnasty
0.7571541,-31.479515,skarbnik
69.34672,33.307,nawracać
-15.230545,60.813366,gzyms
-31.71515,-42.587234,bałkański
11.933552,71.86387,obłoki
88.59995,45.9629,odczepić
85.03052,7.2639832,dziedziczyć
29.99107,-49.686058,narodowościowy
58.48532,20.449581,ustabilizować
-14.714371,84.38738,welon
-14.457476,0.30338016,szóstka
-70.31133,4.6983533,ferguson
-92.535416,2.7444057,bristol
-63.122646,38.942715,box
73.291084,-19.802729,kompetentny
18.180395,32.526974,patologiczny
71.036835,28.563042,chłonąć
5.127148,71.57829,puch
-2.8514519,40.82854,głębić
-30.893105,4.290574,roz
72.63471,-10.312346,nieubłagany
24.422077,-10.970198,przezwisko
42.86613,-26.115929,pogorszenie
-53.799183,-30.795486,itf
-22.351305,-15.147733,jasiek
17.716806,33.68747,zaburzenie
-61.071686,68.34119,var
81.54007,17.790804,wplątać
-38.12608,-23.036118,szekspira
-43.005295,51.608604,licznik
15.9384,4.0945487,corocznie
-13.237417,-44.00156,mongoł
-67.04436,3.2919865,brand
-4.7690516,-37.020336,wasal
65.106415,37.27214,ostrzeliwać
2.4659164,91.19988,ćwiartka
-49.32115,-51.48565,mediolanie
-98.452545,11.954104,wisconsin
83.11557,31.659298,skarcić
-32.26419,-55.10982,łagier
35.6009,-34.560005,dziejowy
-5.669448,-43.902603,muzułmanin
-0.7116462,0.13828284,nach
62.22166,69.44669,napinać
-41.23513,31.60746,rozbitek
77.61004,30.985647,zaskakiwać
42.331554,-41.68028,argumentacja
-32.307964,2.6736345,naj
42.43173,7.779875,młodziutki
61.0999,13.981981,doskonalić
20.410818,-4.7778583,zaprawdę
-16.02016,-31.937866,wehrmachtu
42.361862,-55.343884,obcowanie
-21.0965,36.20714,wypoczynkowy
-22.776728,-5.8428683,aranżacja
94.62528,4.7754664,dorównać
76.30926,22.482716,zużywać
53.416355,-10.514148,dosłowny
56.21219,-56.756687,uwięzienie
-13.225668,38.607204,koralowy
64.18505,-4.450436,rajski
40.11524,-30.471785,spalenie
33.884865,-87.53466,201
13.117723,87.82138,rybny
71.03206,42.468887,złowić
-20.313002,33.75572,parkowy
-21.817457,54.573765,ogródka
-19.91124,-54.709858,słupski
74.87685,-5.556969,wskroś
-73.082214,-68.76358,liberec
19.945526,-38.58869,genealogia
-23.349676,23.47578,dk
47.14417,-30.33616,korelacja
-0.6712095,-22.482447,strażak
66.8238,-38.372482,ułatwienie
9.655278,88.18188,rosół
46.137577,38.054844,cichnąć
-38.103416,48.243275,rozdzielczy
-69.28939,25.875534,dee
52.595547,77.14668,wpychać
18.266443,0.10847549,przedwcześnie
-80.18391,40.029896,three
-63.321983,-19.613564,wendy
-24.136087,45.751606,hale
31.987963,16.38385,żartobliwie
33.9418,-93.299126,259
98.58151,35.26912,przypatrować
9.1296835,49.576824,krwionośny
38.65367,62.64646,przesiąknąć
-93.294136,-44.087322,rodríguez
63.762695,-3.47771,zaklęty
58.8266,-39.771347,dyskrecja
-89.41256,11.35323,inn
67.43597,11.179744,udokumentować
-37.77454,43.73474,rufowy
75.78084,33.499264,gnębić
28.782356,-18.59423,konsumpcja
33.178963,57.913746,nienaruszony
76.16542,3.4709868,przedłożyć
43.476173,29.198044,chorej
-8.536296,-30.086254,teścia
58.623608,25.540653,skracać
21.631046,-8.960875,pragnący
8.928361,33.72046,sprzężenie
-4.8102827,67.100395,drzazga
-22.381756,5.898261,wachta
14.978322,-35.589417,asp
-18.239685,19.509874,słowik
18.754747,6.1668577,momentalnie
-25.501045,75.984085,urna
-40.961227,-40.914722,palestynie
45.557167,74.797676,podwinąć
34.447502,-14.530797,humanitarny
-28.75226,45.155243,bazar
72.10724,32.572144,zarazić
-71.404045,3.4212809,quinn
-1.4820982,77.24945,jabłoń
-37.382275,69.11754,sierp
31.863165,18.729454,błagalnie
-49.092953,2.9724193,mao
10.636049,93.64,strawa
41.98736,-30.181438,spustoszenie
67.60849,-15.302189,żartobliwy
-3.7482462,74.03393,karłowaty
28.969006,-61.606155,partyzantka
-16.74753,20.057682,jaskółka
4.354305,42.80909,wapń
-58.464684,-72.9234,müller
56.604847,36.82788,ocalać
-1.8992658,12.544613,rzemieślniczy
-26.421108,18.545807,nilu
-0.6120826,53.19059,podwójnie
27.144753,-33.380035,bibliograficzny
-47.17631,-53.84153,monako
86.234695,30.609285,zapytywać
-12.414089,73.16339,perły
45.20325,55.554085,zamrozić
20.774477,19.919483,zwrotka
-13.850373,-50.260235,cygański
8.055564,-71.05235,mickiewicz
3.5766988,-62.654858,szambelan
-8.666374,-88.25685,maurycy
-1.4583163,-17.369892,złoczyńca
-9.409221,45.81825,wyżyny
-58.55517,-79.04575,heinz
-12.960259,-28.819286,teściowa
-17.257566,20.843197,wrona
15.396334,-27.410048,konsularny
-80.07068,-1.2939816,palmer
-57.31377,-28.791348,petra
48.917336,67.21611,wypluć
-21.648378,-66.97625,baronowa
73.776764,-12.751337,oporny
2.0924377,-39.0485,starszyzna
46.325916,64.44412,wycinać
-0.5739247,36.390064,klimatyczny
-48.791042,-22.336971,allegro
-53.320232,-53.17331,amsterdamie
59.529545,21.880358,rozpowszechnić
41.839397,46.98647,zdrętwiały
-44.02596,-41.50314,arabii
34.380363,14.523158,wrogo
84.39492,-0.41242674,zesłany
9.733709,65.97445,ślepie
12.979352,52.72658,wrzód
77.76339,56.239906,przypłynąć
53.610806,24.890062,odnawiać
52.03976,65.90208,miażdżyć
47.690987,22.574509,speszyć
-0.257116,0.16581772,kach
-21.21241,26.544622,leśnictwo
47.756374,32.986294,wytężyć
57.89434,47.014496,rozmnażać
40.572968,67.271545,smarować
59.93004,20.753016,przyswajać
21.7057,38.36036,grypa
41.44218,41.29383,klasnąć
-10.796791,4.2338758,desant
-35.49147,-51.068787,ruś
-0.3642054,-10.482572,kretyn
22.914783,43.585747,powódź
59.978306,-9.10059,podniecający
95.348755,8.695225,ręczyć
-68.73834,3.7289598,higgins
-98.23825,12.056812,iowa
-13.752099,-18.085972,nieznajoma
-16.98069,88.56818,spódniczka
55.703865,63.904186,wyszarpnąć
-37.62645,11.158642,ll
-7.9452944,-88.76379,seweryn
-17.524746,-84.19287,leopolda
-73.470085,-45.6101,calcio
-21.866352,74.79108,długopis
-15.9228325,27.47921,bydlę
74.28429,36.74868,uwieść
8.041472,-32.401306,nowicjusz
-17.57835,-72.60533,małgorzaty
-10.438091,47.726246,klif
-31.552105,-31.815367,abd
-29.714666,-5.955311,manić
-74.81275,-35.869267,dansa
-5.6136665,33.230377,unik
-86.57786,19.280289,atlantic
70.08951,-11.349453,czczy
16.039543,41.023712,tętno
7.788545,-11.812999,gościna
-2.4619265,81.585144,kwiatowy
13.396882,-11.203458,jakbyśmy
18.901283,14.086794,czterdziestka
-65.306145,13.61074,japan
86.21709,-10.257058,upoważnić
49.8991,60.353134,stłuc
9.568701,-63.424088,chrystusem
20.651857,-17.336946,dziesięcina
40.310932,-7.143389,nymi
35.018635,-85.2927,280
3.058131,-40.7465,mieszczaństwo
34.84843,36.285362,szurać
-2.806675,-34.314007,współpracownica
34.38014,35.5294,tupot
11.393982,-52.584618,greckokatolicki
-45.056217,5.95727,hu
33.959663,-87.5239,198
30.315428,-26.755522,zgłoszenie
-16.43989,33.9586,dzwonki
59.45193,16.683796,przestawić
65.02264,-46.246788,kpina
75.56159,34.165092,nawiedzić
25.770006,35.555683,agonia
35.36374,-16.334625,psychoterapia
-16.117588,-68.420815,dian
27.493082,62.66638,plątanina
62.222145,21.73692,zredukowany
0.18753313,73.88678,poszycie
-12.0287695,88.34668,kożuch
12.481494,4.9857035,sobotni
4.042162,-54.20152,jezuicki
-62.721222,-25.734423,simone
-21.560013,-23.712435,basia
68.99659,-22.265411,niezłomny
47.64831,-16.204441,harmonijny
-6.4136147,15.056021,trupi
43.407673,59.416035,dmuchać
41.38383,33.806423,bełkotać
-80.25254,-0.8444229,watson
68.396545,30.175173,zdusić
42.928383,-14.694744,ilościowy
-74.56839,38.159157,blood
17.85161,38.9996,krwawienie
-83.94612,-14.1120405,ronald
-0.8417644,78.84138,winorośl
-12.1163025,29.991617,rybi
49.82372,60.34486,potłuc
34.371616,-93.26092,265
-29.318947,62.34771,kłódka
21.474043,69.00851,ciemnozielony
-10.78822,47.748978,skarpa
60.96696,40.549686,wyhodować
-59.863033,-17.08776,gwen
-13.742771,61.55353,okienny
48.147636,22.097244,zasmucić
-16.656809,20.838331,bocian
28.650019,70.52787,zmiąć
-32.29926,77.93839,zlew
-83.783844,22.429165,army
-59.679264,-15.941747,tess
44.84148,43.296345,zesztywnieć
47.577244,71.31697,oblizać
36.936817,-10.0947,jednorazowy
95.229904,19.028126,uprzytomnić
-68.21922,-77.1042,gundersen
35.93846,3.4550507,szalenie
9.955001,65.187874,oczodół
27.73029,69.538025,postrzępić
82.38838,13.007417,nakłaniać
-63.58823,-18.41505,cathy
1.352495,-8.146057,licho
-23.38974,48.606827,koszar
75.36952,5.2198734,anulować
7.6337605,-48.356888,męczeństwo
-25.934181,-59.52755,grodzieński
42.46056,-27.594315,rozproszenie
33.201443,-91.78146,257
-61.628487,-12.556222,crystal
53.520557,-4.112775,wymarzony
-1.8324946,-75.46005,komorowski
-22.60859,-16.219269,jurek
59.792473,-0.09383264,śmiercionośny
36.389484,43.611168,wieja
-7.295767,37.3517,zbiorowisko
17.828445,-55.488766,pacierz
-28.519684,29.145672,grań
-72.601135,-16.458698,barta
33.241222,59.745014,wyschły
-33.981743,55.580708,maszynka
12.959948,19.732996,komponent
-77.554695,-66.34095,moritz
47.38501,-35.141003,neutralność
-15.921816,23.536407,ptactwo
-77.08516,-64.40398,mulda
52.70878,31.51834,popadły
84.55525,21.785416,konkurować
19.566828,-7.89043,omieszkać
10.718352,51.26819,śluzowy
-34.542698,25.529991,żużlowy
54.782284,62.707706,wygrzebać
67.13385,-16.621498,niedbały
20.560228,-18.99211,dzierżawa
92.601845,13.1840925,argumentować
11.847722,-4.7417603,czyś
16.252123,-62.07655,walny
36.401978,12.770657,niezręcznie
74.73192,-11.528371,zawzięty
6.132226,1.87573,cało
5.4239717,85.036896,burak
-52.44601,-22.215748,ariel
-28.25692,56.577023,komorzy
33.023537,-35.737225,psychoanaliza
72.319084,59.025867,dreptać
-64.0933,38.01548,machine
-10.214363,-62.338284,saul
-46.532024,7.785443,yang
50.937435,-10.96331,równoznaczny
-22.061132,-9.187447,mozarta
-41.327126,15.382947,ff
-89.360794,-46.07646,jaime
27.455748,14.867724,ochoczo
-94.50489,8.481193,montrealu
22.626461,11.675166,ustawicznie
-4.8933883,19.764065,nosiciel
-20.0419,-5.558234,tenor
78.10116,27.214083,wielbić
39.80785,-71.28355,przeciętnie
-98.78767,12.23329,georgia
-23.886068,-6.502192,kwartet
-42.487484,61.18932,przeciwpancerny
14.469817,39.60227,rozmnażanie
-0.5484567,-101.58222,anną
1.4906541,-77.62882,kowalczyk
44.687023,75.60379,zapinać
-14.102618,-78.63423,feliksa
35.29738,-92.646095,258
75.65379,60.74947,przechodząca
44.564255,75.99085,odpiąć
-80.35276,-8.456994,devon
-25.028004,-73.84155,sylwia
64.19134,8.64235,zapisować
60.050762,10.06382,przerabiać
77.666435,33.230778,zaboleć
-54.933388,-19.328875,regina
-45.442158,-60.957306,luksemburski
90.253395,45.9663,odizolować
10.083244,36.14462,widoczność
70.73532,-13.954107,arogancki
46.016457,26.6446,przybity
19.773195,8.782805,pojedynczo
-76.74962,46.866764,got
-74.359,-47.63448,palermo
-82.69164,-51.714977,luigi
-7.4005,-75.882,sienkiewicza
-78.21247,0.66365474,price
-77.59223,-16.077148,teddy
58.252808,-1.9529299,nieodparty
-33.545067,77.01995,kuchenka
59.634403,-44.906796,gwałtowność
-16.398945,63.930344,popiersie
21.358324,60.724373,cer
-25.474152,-75.00347,grażyna
7.569672,24.616142,trójwymiarowy
45.047455,51.16658,prysnąć
53.40909,-54.947453,rabunek
7.9175205,91.17419,hamburger
-64.796135,-20.337141,heather
-73.68491,-68.26181,kuopio
34.053844,-87.28519,210
-37.8974,-82.69955,aleksy
68.911545,52.531063,leźć
60.61551,18.078657,ukierunkować
35.25964,11.337695,młodo
-37.399876,36.390396,mol
91.70786,26.26934,wściekać
-5.273332,-92.29021,damian
-69.92053,31.97946,battle
58.362194,44.361225,odświeżyć
-39.192314,74.76311,jarzmo
37.508938,64.152374,skąpać
7.262815,-3.8713639,ď
-7.4126177,-6.632811,ciżba
-17.432184,25.917988,baranek
54.68912,13.91468,koordynować
-14.212485,14.697281,pieski
67.51931,35.736137,rozbroić
-96.51137,6.4602714,berkeley
-43.7467,0.17404944,hara
5.6105824,48.53572,czakra
-16.53884,-42.96086,babiloński
45.232037,-36.866478,osąd
78.76968,-13.555427,zazdrosna
-96.25396,5.662964,oksford
36.0181,72.009094,przykrywać
65.13065,-66.85517,dziewiętnasty
82.50632,54.975433,zstąpić
-25.997324,-65.06105,secesyjny
29.741577,-13.312594,statystyka
-46.591724,24.22421,turbo
0.7285161,-76.08096,piotrowski
-17.340734,-84.03365,maksymiliana
51.08902,-31.275839,zupełność
60.852074,-10.87672,dokuczliwy
-14.998517,30.809023,koźli
66.71698,43.042385,pożyczać
-26.62541,-21.532381,nestor
61.81561,49.529617,chowany
28.402294,-79.50484,xxiii
45.87147,-53.099808,zwierzenie
63.0576,-7.766562,kuszący
-2.0013518,-17.026615,zbójca
-45.071056,-75.1622,bonaparte
43.721394,-50.167793,błaganie
32.46618,66.78421,rozsiany
-19.119574,14.162531,nimfa
-39.988426,-1.6076058,kuna
36.121265,-33.6452,cywilizacyjny
-80.19638,39.95181,four
-94.48738,0.5090684,liverpool
54.281918,-17.092253,nieprawidłowy
36.342396,-22.438269,pozyskanie
81.606255,24.89101,przesadzić
8.074115,76.463585,wat
-6.567355,30.917028,jajo
-8.290703,-84.34783,serafin
14.042752,-78.5929,pax
-33.89353,-30.947512,ahmed
30.865688,-14.064078,ankieta
-70.54492,41.534836,hard
10.608282,89.54371,szynk
21.103247,5.9674673,niechcący
17.011475,31.071442,anatomiczny
-17.885517,-84.6937,gustawa
84.380165,6.2792974,spłodzić
47.171337,-4.348769,nieodłączny
-37.048847,6.7557583,anta
-16.454271,-26.743816,asystentka
10.630063,-16.983183,azyl
48.39768,22.982185,zaszokować
-57.193798,-18.75075,zoe
46.92617,22.80662,poirytować
27.698616,75.22789,lniany
-29.497242,48.56506,tawerna
-89.483665,11.938658,station
-40.20596,7.8296313,om
74.87282,-5.7287855,pastwa
44.872044,25.654783,udręczyć
18.650347,32.740997,patologia
-13.558266,66.77456,tynk
22.890461,59.143906,rumiany
-6.390832,-35.860733,pretendent
52.465008,33.4728,toczony
58.725563,25.396345,wydłużać
-15.884098,-0.8540074,pionek
27.7286,31.529705,porządki
-18.758755,2.7825277,napastnica
-39.693123,26.136156,meteoryt
32.786636,-11.156149,limit
-72.53194,31.899555,final
23.958277,-59.84826,bezpartyjny
-1.6484848,-17.715775,przemytnik
12.213365,23.35374,liczbowy
-89.83377,11.2869425,hills
11.50005,30.579092,przechodzenie
50.13089,-50.936527,rewelacja
87.83468,14.871469,zrzec
-22.05246,-91.437805,josepha
-33.353104,30.613516,ratowniczy
62.244694,-43.345776,przychylność
72.698975,35.36268,szpiegować
-14.706749,-50.95447,karpacki
-3.3789515,19.536196,sobowtór
-37.619278,-44.530777,troić
-64.602234,-42.526516,calais
7.4866366,19.329092,pomiarowy
60.81654,-15.06652,niefortunny
79.24448,7.465231,zadeklarować
-36.03983,54.77266,dysza
44.76679,-55.701614,konwersacja
73.746284,40.568394,zaalarmować
-79.06865,-2.91966,richards
-36.838356,-1.076659,lala
57.977276,47.018784,odżywiać
72.85005,-12.262833,wojowniczy
18.700312,-43.463867,koran
80.6657,28.32092,krzywdzić
47.611256,79.47794,uwiązać
52.76531,40.536514,zdechnąć
41.651993,6.2952514,trzyletni
0.79150164,-63.951763,batorego
-25.10993,26.122318,filialny
51.501453,-15.953576,konsekwentny
-23.697275,77.28748,karteczka
-16.588055,87.526634,stanik
-78.162025,37.968967,fair
-14.734658,-78.087555,teodora
-94.35603,12.526549,cleveland
-43.33041,-61.143566,habsburgów
12.685021,61.436897,jajowaty
9.233483,-16.655874,ców
34.118034,-92.94057,261
61.223637,-1.3224164,żywiołowy
-43.848026,61.54377,palny
-21.967127,5.3188868,nawigator
0.8990774,37.572105,krystaliczny
60.04364,-9.404593,efektowny
27.386303,-62.324703,upa
-60.400326,-16.537909,becky
-3.0354073,40.883522,bezkresny
67.13219,29.861353,zwalczyć
63.301807,-28.903442,umiarkowanie
-32.498795,35.16769,dorożka
-78.91671,-2.6190104,ellis
-14.965479,15.52593,świnka
82.09659,21.33809,rozumować
64.04314,32.471954,przeczekać
52.27103,-7.2856812,uosobienie
35.40634,-49.47969,ustawodawstwo
67.28127,51.690445,urywać
65.62646,-5.0771623,prześliczny
4.9537406,58.532333,udo
1.1179808,-36.791294,dyplomat
52.448315,58.248695,sprzątnąć
-22.282246,47.47375,wiatrak
28.641254,15.59308,odważnie
-39.24201,-45.799343,galii
80.53045,60.788155,nadjechać
-83.84477,-50.920807,luca
66.5016,2.9250073,zainspirować
28.338806,-18.31996,podaż
90.2929,10.801684,dowierzać
-10.547413,-12.862316,maleństwo
80.87881,51.343674,dolatywać
-50.841057,33.142044,rgb
52.04978,-40.71642,przymiot
31.0195,13.271946,rzeczowo
65.24839,-66.55988,czternasty
-26.685701,-36.845844,łks
1.6200099,21.763992,replika
-40.480934,7.205105,ah
-26.809193,-60.39894,halicki
-34.913372,-17.194838,zaginiona
3.2822604,84.95256,winogrono
-68.09307,-17.565157,jackie
34.697754,-93.3364,268
72.167336,0.28152502,uwieńczyć
44.61285,28.09549,nieprzytomna
102.19943,23.75554,czuło
-59.862225,-17.01095,rosi
42.88265,-7.3308697,rozliczny
73.710526,58.990765,galopować
23.737177,44.883377,ulewa
-71.61782,45.03334,woman
11.474987,-19.128157,nieletni
-27.678068,-44.28725,krynica
66.82444,-27.176731,matczyny
67.45421,35.902905,osaczyć
67.52414,51.500675,zaplątać
47.194874,67.00906,palnąć
42.336956,64.98169,zmyć
31.010118,80.26452,wieńczyć
62.80325,-77.819954,1913
57.703743,-49.10737,okropność
-41.38502,16.756388,dd
63.82202,-10.056972,wymyślny
70.59541,30.90969,owładnąć
-31.563442,8.131526,cu
-8.078137,32.634747,fauna
13.020404,22.804756,docelowy
34.742367,-93.3392,264
-27.693068,1.8140721,tura
42.93552,-7.2533927,wszelaki
30.457201,-53.229862,faszyzm
-11.974877,49.03211,zaspa
51.960255,-31.978027,realność
45.687775,17.979599,osamotnić
-72.72443,36.834484,mada
41.414463,63.992,polać
-57.36779,-9.701696,mrzeć
65.6173,-16.1306,niegrzeczny
90.66785,-0.043961808,dedykować
80.11852,2.5706732,wyświęcić
93.793846,3.8783891,gratulować
22.686674,26.498362,odżywianie
24.870794,-20.166183,formalności
-15.543626,24.03014,kaczki
-50.17659,7.1663294,kai
36.176136,54.361572,żarzyć
13.681858,-43.255184,reformator
-0.23142312,-73.7747,wysocki
-77.35135,-1.8507274,fletcher
-32.366703,60.930355,korek
-82.1053,-51.5185,pietro
34.580654,-93.58683,266
3.3462372,84.92162,oliwka
-54.11633,-56.56497,bonn
62.139027,69.57878,napiąć
9.910995,-35.08068,zhp
-29.446077,-11.917649,druid
11.88403,59.702713,garb
11.480291,-25.922081,piszący
9.634677,57.901405,wyrostki
-90.67297,27.731277,gallery
96.09994,31.447165,dumać
81.537735,25.799223,grzeszyć
-55.313503,-50.68002,nové
-28.532028,85.36639,wazon
-47.707203,6.04103,fu
13.313105,-13.295864,cosinus
-14.042553,30.902052,barani
58.02193,1.3775572,alkoholowy
37.18351,-22.58267,liczenie
77.97364,26.321125,opiewać
-39.592842,8.337147,ae
29.135962,10.595655,umiejętnie
-83.133026,42.35343,child
43.99203,-71.0969,dziesiątek
89.09349,35.872524,odkrzyknąć
-22.869982,3.190353,flagowy
35.48596,62.875492,wydrążyć
46.213,24.027943,zdesperowany
15.332703,-1.968345,wtenczas
-28.119343,76.301025,komoda
-17.59487,17.75862,pszczoły
29.617155,-35.48207,etnograficzny
63.590214,-80.11037,1915
5.229967,86.118065,groch
19.399906,-7.966202,raczy
46.85071,66.970665,nabijać
-44.809227,-7.484065,garion
33.830887,-92.818405,267
70.29718,-13.332506,cyniczny
36.88194,3.8957312,zadziwiająco
44.19459,54.392117,wypalać
-6.6373925,-23.517197,gońca
-84.233986,36.776234,age
35.019257,56.006775,rozjaśniać
-16.307508,84.96388,przepaska
5.4184055,66.26456,biust
26.128832,17.817434,niezgrabnie
-50.428226,-37.625336,jamajka
-25.854816,40.23323,wiadukt
-2.6987755,-55.426273,arystoteles
-23.637709,69.74247,zapalniczka
10.12156,-12.597974,dwudziestolecie
45.74726,69.87481,rozcierać
31.950138,-40.995815,awangarda
9.378859,-13.158438,kwartał
-55.325333,-50.67908,město
-7.276699,35.275085,botaniczny
-84.91924,-9.530589,mister
-50.29754,-3.315072,jonnie
45.90481,18.37628,bliscy
69.08549,-22.060606,nieugięty
8.475834,62.30815,łuski
0.95460993,45.929726,nafta
-3.843893,56.906845,lustrzany
8.289766,-0.31209487,ciemek
-75.542274,19.609087,fame
-24.58604,50.916748,spiżarnia
72.85061,21.823927,śmy
27.728498,11.423858,godnie
53.277412,47.317356,siadło
18.710564,59.9386,sprężysty
-38.92949,1.3261496,kama
-25.10112,33.069897,okrężny
32.38116,26.519993,jednostajny
-34.923367,-53.48114,prusach
-42.078606,-7.0116262,cymmerianin
82.190636,32.821667,poczytać
3.5269785,17.595139,konserwacja
-16.98378,-61.496002,grodzki
-13.415013,43.810833,preria
-78.39297,-11.809088,ethan
-83.897156,-19.627243,abel
35.35998,71.1212,spowijać
26.952507,-17.976828,deficyt
-0.053235218,-75.45942,zawadzki
15.802368,-47.350266,guru
34.739017,-26.436441,porzucenie
-49.949986,-44.091022,azja
-0.47730812,-9.60739,skurwysyn
-85.67935,-5.4313884,roosevelt
-84.18447,-14.200862,kenneth
-16.258942,21.760403,jastrząb
-38.585125,23.442251,konstelacja
-7.222609,-9.553745,ślepiec
1.0555124,58.6808,płata
24.080904,55.469967,roześmiany
70.219696,31.986897,wskrzesić
64.785774,7.949086,spisywać
-0.58262146,-27.640335,woźny
-26.246422,3.770166,nem
-85.79565,13.597377,bridge
6.999792,86.0739,cytryn
66.948814,-41.217037,opora
-21.654577,-8.627579,fortepianowy
22.86493,-60.93371,sld
79.46221,-3.882544,poszkodowany
-17.96108,59.425804,iglica
49.27237,-40.946995,uproszczenie
-34.03411,9.552178,ił
-52.841286,-22.77205,ada
-0.45206696,-30.676046,rządca
-60.45862,-16.649166,ellie
-61.038353,-18.075985,ruby
-25.245731,-37.27201,mks
-1.9851513,-30.102201,organista
-32.815197,-36.387295,nowozelandzki
-43.41493,47.70574,rozgłośnia
45.194847,66.66545,kroić
-6.1831884,13.002031,jednooki
3.6752048,-4.551272,eee
-21.51858,-59.3533,zamojski
-93.82376,-27.95281,gimnasia
35.217297,-92.89166,262
73.562294,-22.968674,wzorowy
-49.617977,5.137345,liu
46.50743,-17.381315,równoczesny
25.659847,-29.217041,obronność
36.926704,71.60701,zakryty
17.829475,36.372738,tętniczy
-78.60662,-14.737595,jesse
-5.8595247,43.475967,bezludny
3.8866704,84.957344,pomarańcza
35.982395,-24.130955,wystawienie
-94.260735,0.3040254,chelsea
1.1073699,-62.432587,bojar
7.179386,-49.486256,arcykapłan
55.42716,60.798023,zmieść
-43.87346,-39.644997,tybet
40.15786,68.882095,wyczyścić
2.8334396,-29.305807,tako
66.298195,40.86865,skonfiskować
-24.784504,-73.36867,ewelina
-47.973183,-2.0311804,leia
-16.642847,-77.56237,augustyna
76.343796,6.893975,respektować
70.44343,-38.803284,senność
-45.84304,-18.781559,far
-62.237705,-20.637514,eleanor
-82.23033,-4.6121383,wallace
-31.905094,13.049523,ik
62.37382,21.641024,zredukować
